m,n,mu,nu,Re[A],Im[A],Re[B],Im[B]
-4,6,4,11,1.8392458595418083e6,2.129517999650847e6,-70161.88839433019,60598.20238573436
-4,6,5,11,37038.46941546159,171759.68147183373,-3630.489377740019,782.8832041856855
-4,6,6,11,-2539.9727731025496,8586.416074930923,-96.59701389798225,-28.574644312919272
-4,6,7,11,-274.3024828329124,273.0911773911206,-0.721527997525507,-0.7247283601229266
-4,6,8,11,-13.971035895323107,4.0656579455975965,0.020413520683019937,0.07014806312498874
-4,6,9,11,-0.4728099235160713,-0.10414924624787779,-0.001243654233385684,0.0056458599956454815
-4,6,10,11,-0.01089340685531144,-0.009493037429056418,-0.0001732773829548842,0.0001988384692947304
-4,6,11,11,-0.00013549402068060363,-0.0003666486988264991,-8.819202847457921e-6,3.259112215110739e-6
-4,6,-12,12,7.122196760415369e20,6.151378342227592e20,-1.12220431755795e20,1.2993120420131784e20
-4,6,-11,12,-2.3284021065396565e20,-6.2159406472545e20,1.2434409587374924e20,-4.6577512752810025e19
-4,6,-10,12,-1.8905551778341708e19,1.3262722034928935e20,-3.4806600497814372e19,-4.961560577130876e18
-4,6,-9,12,-8.485803443000167e18,1.1359504896129096e19,9.361530462792754e17,6.993271991985143e17
-4,6,-8,12,8.258185267749486e18,-3.779420873092372e18,4.8998079962176896e17,1.0706275794063197e18
-4,6,-7,12,-7.521499966051626e17,-5.3338599901495704e16,1.3034724399319246e16,-1.8380812265044637e17
-4,6,-6,12,-1.2637446552389872e17,-8.114411115554302e16,4.489678414681814e15,-6.992259844241833e15
-4,6,-5,12,1.0608215357720538e16,1.941820796158891e16,-2.9908123117445795e15,1.633888212561527e15
-4,6,-4,12,0.009494191689214806,1.8686723940838498e15,-3.4419799431845605e13,-0.0011727195715384457
-4,6,-3,12,1.469056733383959e14,-2.68909031295834e14,3.5040901928511465e13,1.9142931969917895e13
-4,6,-2,12,2.5106828991568652e13,-1.6120909505012213e13,6.490694668102551e11,1.01086580144793e12
-4,6,-1,12,-2.2269753900235615e12,1.5792561304935956e11,-2.3142473927038925e10,-3.2634174346164813e11
-4,6,0,12,-4.116239443221355e11,-1.88382807674603e11,1.2258307183458532e10,-2.6784889851961926e10
-4,6,1,12,-8.3760611321302e9,-1.1212598557087242e10,-3.147659739645699e8,2.3513720096357736e8
-4,6,2,12,4.217577575556632e8,2.958737184779674e9,-2.562228693821008e8,3.652368428699069e7
-4,6,3,12,-1.7468977320333782e8,4.6635469829910314e8,-2.4267751877773643e7,-9.090351372345777e6
-4,6,4,12,-3.3473496384269226e7,2.8910762735628035e7,-1.0430421817061054e6,-1.207656436367664e6
-4,6,5,12,-2.797221607923226e6,603196.315255874,-14828.16463005853,-68763.12314913253
-4,6,6,12,-142365.05674684222,-42113.42250626816,640.2616171716871,-2164.414004772595
-4,6,7,12,-4569.61280244829,-4589.881479405802,32.745284924455966,-32.60068345598811
-4,6,8,12,-68.31942028885038,-234.76964515343576,-0.0011729722477031895,0.0003413421864041138
-4,6,9,12,1.7523618959027323,-7.95525770779288,-0.05115763041481892,-0.01126885960410641
-4,6,10,12,0.15963171443692326,-0.18317985422134198,-0.00224967103107351,-0.0019604712818223485
-4,6,11,12,0.006154473376770568,-0.00227436875041245,-0.000040148915766689255,-0.00010864352280054985
-4,6,12,12,0.00016012073646218998,0.000023548166347449882,5.32568028223667e-7,-3.621308922196599e-6
-3,6,-1,1,-0.08080635873121238,-0.1258453753780581,0.07082911201578038,-0.045478426298601486
-3,6,0,1,-0.015531452969186104,-0.2190231345697394,0.028803512389144994,-0.002042474031750533
-3,6,1,1,0.039310112512495735,-0.08589423039338748,-0.009793565759541935,-0.004482149504017476
-3,6,-2,2,-0.9122932426518795,1.6698120167076107,0.22088894887913793,0.12068541813246912
-3,6,-1,2,3.676729892207734,-2.3607643956395674,0.8673189957543394,1.3507673616269373
-3,6,0,2,4.204671546284019,-0.29817658614872433,0.03763185903405943,0.530647663460065
-3,6,1,2,1.339972127707608,0.6132484543870531,-0.0003337164568502128,0.0007289107092259882
-3,6,2,2,0.17563514600779132,0.23511365876146503,0.022213815253472987,-0.016594209176414427
-3,6,-3,3,-134.30435804093463,-0.0009018742703608032,-0.00004755208496519247,-68.63261603997016
-3,6,-2,3,-139.81632312399498,-76.38055883084083,10.466021740371577,-19.157607477425174
-3,6,-1,3,25.514858858048992,39.736703917096825,-16.095954163115113,10.335112271711735
-3,6,0,3,4.1138066833342695,58.01059927769591,-7.255837689788811,0.5145425307830236
-3,6,1,3,-7.808134948599346,17.061086355975725,-0.5811265896985442,-0.2659568046149578
-3,6,2,3,-2.750463538196746,2.054657587415576,0.06083710599532747,0.0814394703162107
-3,6,3,3,-0.42492984306180376,0.06057228016364316,0.004892308451136422,0.03432078047954983
-3,6,-4,4,5432.448894121498,9944.076907456198,-2494.7267678441394,1362.8864766009413
-3,6,-3,4,-0.02747125936057169,-2970.947555455487,2096.3508255828774,0.003574954166613689
-3,6,-2,4,2703.8517517328023,-4949.3497474721535,838.5217255861727,458.08596568805365
-3,6,-1,4,145.3679164222014,-93.34008568395552,-75.70300911868448,-117.90068100288352
-3,6,0,4,-661.4290844406166,46.90514489626238,-6.098886619946881,-86.00287768767767
-3,6,1,4,-203.95391735376606,-93.34105127497577,4.640271684563888,-10.139178328570038
-3,6,2,4,-23.77517947990622,-31.826599508795194,0.0017839987661242046,-0.0013326937516786605
-3,6,3,4,-0.6713266386744128,-4.70952591509435,-0.18120460913878264,0.025830090700137285
-3,6,4,4,0.1496906429662085,-0.39961660810705213,-0.028205998757744585,-0.010565562103731533
-3,6,-5,5,265485.5967404976,-413469.1714005039,7667.833070576406,4923.391951904433
-3,6,-4,5,-688253.5637700325,375994.8822305391,-97830.78992560902,-179078.2751741786
-3,6,-3,5,-86660.5082230716,0.22353010206857152,0.03180891593031673,23320.203044874328
-3,6,-2,5,113936.85261362007,62243.96788334205,-11165.375735239128,20438.086365862182
-3,6,-1,5,11183.50385424646,17417.27531106672,-366.64185514394904,235.41776781626072
-3,6,0,5,-421.9430822237926,-5949.996822915214,899.1191030497771,-63.76089095270207
-3,6,1,5,1070.043916190047,-2338.0886123543623,138.9818022935279,63.606071465156745
-3,6,2,5,372.2282876040843,-278.06283049805165,4.641283519732273,6.213045498338538
-3,6,3,5,54.23544884248895,-7.7310757445868665,-0.1146780972887536,-0.804495815259926
-3,6,4,5,4.492311579508573,1.6827554088024552,0.06839191138388731,-0.18258017407103222
-3,6,5,5,0.21758742373787224,0.251927349975331,0.015797236901068924,-0.013643933776181163
-3,6,-6,6,1.983437011276893e7,1.4065510809693001e6,-1.3021372607173994e6,1.836198168215612e7
-3,6,-5,6,5.998886752420418e7,3.851840791821376e7,-5.435903264461329e6,8.465917025121681e6
-3,6,-4,6,-1.2177663288469503e7,-2.2291064614815075e7,6.314554244311516e6,-3.449657016454486e6
-3,6,-3,6,0.39889481632867957,-7.667141173679323e6,444717.1039838499,-0.06516225436702829
-3,6,-2,6,-1.0053529546000581e6,1.8402862732148438e6,-370187.38869004603,-202234.29941953323
-3,6,-1,6,-499187.0648994878,320524.3294319916,-23340.076806815996,-36350.016358310335
-3,6,0,6,24820.976416086323,-1760.175671134447,541.1711841194985,7631.281970402469
-3,6,1,6,25312.012210609926,11584.233604588646,-788.2682156440818,1722.3974743234917
-3,6,2,6,3281.5655315733184,4392.861556748821,-120.18211907683371,89.7787226853886
-3,6,3,6,92.39242130810209,648.1561693151788,0.,0.
-3,6,4,6,-19.963926797691528,53.29602808382909,1.1637358113817549,0.43591872388291286
-3,6,5,6,-2.947178196940246,2.5454517392870057,0.10263030930968875,0.1188275563328708
-3,6,6,6,-0.21442613702688312,0.04623911648001143,0.0026090644211243913,0.01209909807246994
-3,6,-7,7,-4.658171219826478e9,-1.0178289804371092e10,3.537367798905193e9,-1.6189030952013073e9
-3,6,-6,7,2.1026525144735393e8,-2.965038640971856e9,-5.0629734428149414e8,-3.590399644874175e7
-3,6,-5,7,-2.416787798975504e9,3.7639239846829658e9,-6.377248269652998e8,-4.09478401034991e8
-3,6,-4,7,3.13811199173338e8,-1.7143584227992117e8,7.664948247437292e7,1.4030593639028996e8
-3,6,-3,7,2.9517040659488046e8,1.0054086187992985,0.1052937383303257,3.1132615567999594e7
-3,6,-2,7,-1.5402320540374285e7,-8.41432601797526e6,2.7592320566879553e6,-5.050740373242568e6
-3,6,-1,7,-6.675068907718973e6,-1.0395803877894284e7,935707.9263184747,-600811.1496474848
-3,6,0,7,-43236.96726479345,-609702.6323595188,-30053.098715471668,2131.2108258810777
-3,6,1,7,-111658.03611288346,243977.25995978588,-19610.518875185597,-8974.902107908909
-3,6,2,7,-51703.12078283019,38623.38406159342,-1358.704467986349,-1818.8271929855473
-3,6,3,7,-7982.0939017562205,1137.819892189616,-11.485197813886067,-80.57156326726398
-3,6,4,7,-662.8286947117691,-248.28611092409406,-2.261704070692611,6.037882471241984
-3,6,5,7,-31.566984301029585,-36.54892624332705,-0.918656137332655,0.7934351797959769
-3,6,6,7,-0.568785284061936,-2.6376462299374164,-0.10291656243803869,0.02219305437423531
-3,6,7,7,0.03618376408988078,-0.1223197574883283,-0.006274774339611382,-0.0018561592917105015
-3,6,-8,8,-1.6476500227718928e12,2.2056236190848613e12,-5.688692455888794e11,-4.249580106694616e11
-3,6,-7,8,6.43290531081326e11,-2.944067711927901e11,1.2679205424839815e11,2.770456928736683e11
-3,6,-6,8,4.699921755707646e11,3.3329421955458694e10,-2.5025415354328647e9,3.528938917322013e10
-3,6,-5,8,-1.4838311765035037e11,-9.527570416288884e10,1.765537790660999e10,-2.7496621935509193e10
-3,6,-4,8,-4.480874000071105e9,-8.202184850648489e9,-1.5373118981439266e9,8.398373173577365e8
-3,6,-3,8,-0.7084428896174376,8.063307526406634e9,-1.003687530874548e9,0.0492414977176144
-3,6,-2,8,-1.5133869996866018e8,2.7702363201893044e8,3.717117988814709e7,2.0306708134593878e7
-3,6,-1,8,1.7523285161210966e8,-1.1251572009041254e8,1.1558680870085627e7,1.8001578874722045e7
-3,6,0,8,2.339113641081801e7,-1.6587787966509715e6,53046.291387961624,748028.0316343411
-3,6,1,8,-1.6892323326080537e6,-773089.9380879859,89555.89073377481,-195683.19124355732
-3,6,2,8,-443214.2949704049,-593307.986399779,24959.61673030726,-18645.390228073655
-3,6,3,8,-14295.358144984484,-100285.54770027302,1753.1841666086773,-249.91034232264312
-3,6,4,8,3211.410438610095,-8573.234246914606,-0.08136773785313849,-0.030479186172315594
-3,6,5,8,476.8058860961467,-411.8130262112302,-5.883590874720414,-6.812146731389064
-3,6,6,8,34.402156881671054,-7.418523512438146,-0.1969607732715825,-0.9133725073814979
-3,6,7,8,1.5883090358874166,0.4698423266728608,0.01755183807011064,-0.05933425198321913
-3,6,8,8,0.0475121445173229,0.04772288629138838,0.002244448772505801,-0.0022345374039178054
-3,6,-9,9,6.19223162586965e14,8.826812121829245e13,-1.8869639440146207e13,1.323752862271224e14
-3,6,-8,9,-2.595554701583849e14,-1.9389372357858794e14,4.946061664519816e13,-6.621036189686789e13
-3,6,-7,9,-3.0408059282585366e12,-6.644282169688291e12,-8.96598307153546e12,4.103349884946196e12
-3,6,-6,9,-2.32653801625667e12,3.2807489590577316e13,-3.9011431365737407e12,-2.766489581283291e11
-3,6,-5,9,2.4730004055420635e12,-3.8514699346953945e12,8.392734396551522e11,5.388912783522922e11
-3,6,-4,9,7.566355075254258e11,-4.133518616608107e11,1.803064701318796e10,3.300487797175445e10
-3,6,-3,9,-1.655353041503904e11,-0.22483592948671152,-0.0058518993707554045,-2.3931199651895603e10
-3,6,-2,9,-1.803961475300636e10,-9.85508645542051e9,3.356854646529948e8,-6.144681214128962e8
-3,6,-1,9,1.4558702907321684e9,2.2673836368803396e9,-2.853143588794663e8,1.8319824305624735e8
-3,6,0,9,3.834537842087268e7,5.407242841457603e8,-2.7806213610852864e7,1.9718733088530456e6
-3,6,1,9,-2.0127392147964705e6,4.397915418680359e6,1.384938621134541e6,633827.6222874216
-3,6,2,9,6.34281509771207e6,-4.7382243052529255e6,237767.5249467802,318287.0522415156
-3,6,3,9,1.268098143854493e6,-180763.0066853662,4223.198687038378,29626.805364460834
-3,6,4,9,114330.14809573231,42826.43171386682,-291.85388899968433,779.1379532758313
-3,6,5,9,5608.978462209601,6494.194635786682,40.390548821678465,-34.88495974068947
-3,6,6,9,101.84016566631605,472.2666646852104,8.155927808361023,-1.7587543252065827
-3,6,7,9,-6.4589473948940315,21.834568592996565,0.5885452959057417,0.17409929990495987
-3,6,8,9,-0.6547094131888357,0.6518182506051158,0.023207320546716946,0.023310257426392797
-3,6,9,9,-0.03159888386495109,0.00919547084554842,0.0003992940632634212,0.0013721153538465475
-3,6,-10,10,-5.165289453664863e16,-1.3789341875139547e17,2.5550265719009652e16,-9.570762640577422e15
-3,6,-9,10,-1.4301609260006654e16,1.0032940085088133e17,-2.0385958875646092e16,-2.905947964977738e15
-3,6,-8,10,1.032417123604791e16,-1.3820432501427084e16,3.973359904273492e15,2.968188443446387e15
-3,6,-7,10,3.446998841053142e15,-1.577545059479165e15,2.639051328056991e13,5.7664323529952164e13
-3,6,-6,10,-1.5440588342563325e15,-1.0949669182538584e14,1.4942448355250682e13,-2.107097392963381e14
-3,6,-5,10,4.0980748756373086e13,2.631343617191246e13,-1.1570778911095016e13,1.8020420456412887e13
-3,6,-4,10,1.761459579159581e13,3.2243301319447434e13,-2.6479752224327104e12,1.4465954570597397e12
-3,6,-3,10,0.01878687441806484,-2.137053914287368e12,4.4101637326556287e11,0.0035847641505972524
-3,6,-2,10,3.143383731392947e11,-5.753925324945267e11,3.68586800234845e10,2.0135988669184067e10
-3,6,-1,10,-1.318196627034303e10,8.464043205683159e9,-2.254926473416779e9,-3.5118399082282877e9
-3,6,0,10,-1.0152668800772573e10,7.199749272631927e8,-4.468945266605477e7,-6.301847392533352e8
-3,6,1,10,-5.2281254835259897e8,-2.3926911226791894e8,1.7909860230668962e6,-3.913375854945233e6
-3,6,2,10,4.182682311881263e7,5.599139848090732e7,-3.675498223560226e6,2.745679126460577e6
-3,6,3,10,2.2547756204644595e6,1.5817820424375687e7,-453061.88534309634,64582.40555437321
-3,6,4,10,-583080.0499853953,1.556600113497482e6,-18972.78659673541,-7106.933412930537
-3,6,5,10,-91657.69413483089,79163.9396615936,0.7993734730935996,0.9255316196934678
-3,6,6,10,-6777.202896567622,1461.4443858762106,14.830897395221552,68.77579588862056
-3,6,7,10,-315.66145055595143,-93.37673401025158,-1.7705170489140967,5.985259452669524
-3,6,8,10,-9.446294084057955,-9.488193450921782,-0.25430903188042725,0.2531860164741058
-3,6,9,10,-0.133206251348099,-0.45774370199561326,-0.015508599965829262,0.004513098609765624
-3,6,10,10,0.0032479717177836334,-0.014744929174165141,-0.0005946880957434789,-0.00013099622880940619
-3,6,-11,11,-2.436684600109304e19,2.8212452883800216e19,-4.644532785946269e18,-4.0114418837776717e18
-3,6,-10,11,2.8373176978689143e19,-1.0628184661895373e19,1.8522873936073667e18,4.94489696087424e18
-3,6,-9,11,-8.346811103182109e18,-1.1898090684526085e18,2.3997889019289187e17,-1.6835125217161124e18
-3,6,-8,11,2.2227089272479334e17,1.6604131289256307e17,-1.0785419477161253e17,1.4437881596077043e17
-3,6,-7,11,1.3464354114652526e17,2.9420150473585005e17,-2.4712026063341484e16,1.1309645411436512e16
-3,6,-6,11,3.782495093021195e15,-5.333855175480864e16,8.178844033868044e15,5.800014512374302e14
-3,6,-5,11,1.4359015078206132e15,-2.2362841001234338e15,-1.6562200064402206e14,-1.0634466364979775e14
-3,6,-4,11,-1.0076828215853628e15,5.504996344048994e14,-5.498252763435794e13,-1.0064484174340778e14
-3,6,-3,11,-1.3236925716138244e13,-0.012237662507291795,-0.002031902950637334,5.210094680074726e12
-3,6,-2,11,1.3974441033813912e13,7.634271930947775e12,-6.022486540895122e11,1.102408766728702e12
-3,6,-1,11,2.876227009180342e11,4.479458161958533e11,1.947093598390957e10,-1.2502144220598362e10
-3,6,0,11,-1.1282952860048914e10,-1.5910565652369193e11,1.1651579669026775e10,-8.262699581089834e8
-3,6,1,11,6.741112305461517e9,-1.4729599110156178e10,4.5216436082625985e8,2.0693643554462793e8
-3,6,2,11,-1.969831471972777e8,1.4715080313661155e8,-2.5681687595137913e7,-3.437874303092331e7
-3,6,3,11,-1.8795527345422134e8,2.6792374483479828e7,-921686.3110500145,-6.465862245215898e6
-3,6,4,11,-2.1375401704087783e7,-8.006918530972837e6,133574.0057272875,-356591.3676528924
-3,6,5,11,-1.1488118517931e6,-1.3301188114214796e6,6556.653684572602,-5662.923790161401
-3,6,6,11,-21781.11620409312,-101006.26835714522,-458.3395451421055,98.83690444213082
-3,6,7,11,1411.0420960745748,-4770.048980225736,-60.4273621910297,-17.875194187681693
-3,6,8,11,144.39173559980307,-143.7541092346478,-2.8554212493424562,-2.8680865698811084
-3,6,9,11,6.987641522837617,-2.0334469463229032,-0.05356359736414665,-0.18406342871698012
-3,6,10,11,0.22524368707120218,0.04961604878363169,0.0015996000986452014,-0.007261759710643598
-3,6,11,11,0.004954161718165652,0.004317294235385503,0.00016255997261559136,-0.00018654007564214764
-3,6,-12,12,1.006365712044459e22,2.1701394254413774e21,-3.225904591216904e20,1.4959590765773988e21
-3,6,-11,12,-7.087254892001284e21,-6.121199359558371e21,9.458324452947111e20,-1.0951049346989588e21
-3,6,-10,12,1.1571824592926147e21,3.089233369444378e21,-5.1832174589930235e20,1.941558829958106e20
-3,6,-9,12,6.240809468917661e19,-4.378085454984141e20,9.536253718463576e19,1.3593600014462102e19
-3,6,-8,12,2.142003061590887e19,-2.867388389220402e19,-1.805268290962714e18,-1.3485756658470769e18
-3,6,-7,12,-1.6476737573546807e19,7.540703421745661e18,-7.957442932841542e17,-1.7387330017887427e18
-3,6,-6,12,1.242667850463e18,8.812359713549542e16,-1.7215479200098006e16,2.427627017923819e17
-3,6,-5,12,1.807228854540009e17,1.1604083028035984e17,-5.124660381244726e15,7.981185663983472e15
-3,6,-4,12,-1.3203014332878684e16,-2.416795562592795e16,2.8620690275503585e15,-1.563555435855557e15
-3,6,-3,12,0.005861771775968384,-2.0812167528834678e15,3.0339461733926402e13,-0.000544915401424302
-3,6,-2,12,-1.4637728819838947e14,2.6794182878471697e14,-2.538133520020868e13,-1.3865886615433846e13
-3,6,-1,12,-2.284056951621655e13,1.4665761030097416e13,-4.178191583883998e11,-6.507147847829038e11
-3,6,0,12,1.8465474436078445e12,-1.3094762446091118e11,1.2783955381156384e10,1.8027192341559186e11
-3,6,1,12,3.162814531362988e11,1.4474859633187585e11,-5.891108795641659e9,1.287230755728758e10
-3,6,2,12,6.003515945618059e9,8.03659538384574e9,1.2467958181462036e8,-9.31384276259132e7
-3,6,3,12,-2.803741031959065e8,-1.9668951428012524e9,8.500683402243735e7,-1.2117430327587347e7
-3,6,4,12,1.0903806893097483e8,-2.9108982630730194e8,6.049348436311775e6,2.2659990565582397e6
-3,6,5,12,1.9675649870785505e7,-1.699368475146486e7,153011.38309633866,177159.8357906853
-3,6,6,12,1.5533912427664779e6,-334975.2022268805,-2.9649529582235306,-13.749471393406338
-3,6,7,12,74917.33935072678,22161.51657729457,168.64852442390026,-570.1188675963386
-3,6,8,12,2284.8761301913078,2295.0107779553296,32.781750286329945,-32.63698778872806
-3,6,9,12,32.538833596298865,111.81491858115886,2.266521574098266,-0.6595718109697029
-3,6,10,12,-0.7967644474353675,3.6170990287883833,0.09300047832788941,0.020485884996896728
-3,6,11,12,-0.06943248877967564,0.07967485169064935,0.002446159061799506,0.002131700379827992
-3,6,12,12,-0.0025655852752105622,0.000948104999280876,0.0000334772480214842,0.00009058989736752489
-2,6,-1,1,0.039175940111633965,0.021392671734727253,-0.12934935123293775,0.23677001659434566
-2,6,0,1,0.8102148004000126,1.2618474293874211,-0.14165822403156073,0.09095685259720297
-2,6,1,1,0.06821605561686928,0.9619298634138299,0.17282107433486996,-0.0122548441905032
-2,6,-2,2,0.000038536752015235794,-37.079466443984636,14.074192574869805,0.000025774792625384284
-2,6,-1,2,7.911291963879676,-14.482038597016155,-0.6376575983164458,-0.34833419493857454
-2,6,0,2,-16.700623918574735,10.723420687360093,-1.271350789410401,-1.9799942385172276
-2,6,1,2,-12.6311833499832,0.8957342933125173,0.0368340101081222,0.5193742148172091
-2,6,2,2,-3.0048578105242254,-1.3751957802970265,-0.1975517119330293,0.43165788409461536
-2,6,-3,3,-1260.5667032318322,688.6445720695519,-103.59918705033226,-189.63303951128165
-2,6,-2,3,1205.6362384746571,-0.0036755749853952134,-0.0001746530941762656,396.82149718783273
-2,6,-1,3,629.2830018687772,343.7817269632469,-28.182893120415503,51.58855966780038
-2,6,0,3,-76.21134995904498,-118.692599223447,18.813868739784326,-12.080176120209938
-2,6,1,3,-9.250739474661863,-130.44845895368803,0.034620913018145204,-0.002461443614453567
-2,6,2,3,14.058100102674231,-30.717508772448667,-2.0846783280004875,-0.9540685251223552
-2,6,3,3,4.12777663918893,-3.083541190500323,-0.37010419683116075,-0.4954393038996806
-2,6,-4,4,7217.225137248815,4634.154813260517,8234.089459272374,-12823.800060330603
-2,6,-3,4,-48698.60905124933,-89142.0389095106,16334.553864774773,-8923.574101827853
-2,6,-2,4,-0.05457538196302593,13098.763733074233,-6031.727459680433,0.004900796734241847
-2,6,-1,4,-8096.26176206413,14820.130949110626,-1470.3240584737011,-803.2412545097795
-2,6,0,4,-338.5312609129468,217.367948809194,72.7945786305718,113.37048591380365
-2,6,1,4,1187.889415954631,-84.23898518596735,1.8249130482138576,25.733972325396184
-2,6,2,4,305.89738394253664,139.99624833946612,4.624454214279194,-10.10461628187913
-2,6,3,4,30.594285085523175,40.95498247010469,2.9338591732529977,-2.1916582283513293
-2,6,4,4,0.7563109272772947,5.3057121620416074,0.5477006407681618,-0.07807283283682018
-2,6,-5,5,-468109.04842854926,6.601003142839584e6,-2.7610843394955555e6,-195801.9236739688
-2,6,-4,5,-2.4025889400770986e6,3.7418109868500195e6,-94725.14265088976,-60822.48684967453
-2,6,-3,5,3.0778674126476645e6,-1.6814462318184318e6,312939.54230987554,572831.670024774
-2,6,-2,5,264884.66998753266,0.28817836375665623,0.027861080916050218,-43359.12175131139
-2,6,-1,5,-255336.16807068084,-139490.802808401,14787.185791246664,-27067.755267404922
-2,6,0,5,-20185.325079716215,-31436.780853882687,348.77292212696705,-223.94478063838739
-2,6,1,5,630.2484077249576,8887.397238493875,-356.78219731911395,25.301157925438805
-2,6,2,5,-1374.7549388879818,3003.894343464691,39.54552160724442,18.098306411361854
-2,6,3,5,-418.9429400843544,312.959717519114,13.92385055919682,18.639136495015617
-2,6,4,5,-54.29640537821262,7.739764888006672,0.5374733443019539,3.770511249151153
-2,6,5,5,-4.049415364400282,-1.5168528465416968,-0.13747598268977432,0.36700814967177103
-2,6,-6,6,1.171220336090687e9,-5.360178347707781e8,1.4966143401781306e8,3.270161996140907e8
-2,6,-5,6,-1.7080007788406375e8,-1.21122613415388e7,8.68969215100594e6,-1.2253700422122687e8
-2,6,-4,6,-2.6970926484307885e8,-1.7317832874056458e8,1.8683854202169858e7,-2.909837964285367e7
-2,6,-3,6,3.6192707390476435e7,6.625030527584298e7,-1.3326746213052968e7,7.280434376009102e6
-2,6,-2,6,0.34498335225882876,1.7288436016121462e7,-699480.3610089129,-0.03969415652819423
-2,6,-1,6,1.7982369799871978e6,-3.291650692910486e6,395704.44048623886,216174.31574793337
-2,6,0,6,748554.127806969,-480641.0770875787,17621.282850353884,27443.521817705092
-2,6,1,6,-31510.26528802725,2234.545559082278,-229.14357118586634,-3231.249868919992
-2,6,2,6,-28437.279914822666,-13014.53597814256,0.,0.
-2,6,3,6,-3281.5655315733184,-4392.861556748821,-120.18211907683371,89.7787226853886
-2,6,4,6,-83.21245400118354,-583.7563802426249,-28.108075819678945,4.00670904054067
-2,6,5,6,16.353300807067953,-43.657041418203036,-2.8647336682571893,-1.0730880950068649
-2,6,6,6,2.213689399519674,-1.9119439530662408,-0.1545184641987057,-0.17890476636524763
-2,6,-7,7,-1.716563273314698e11,-1.2823110397842961e11,2.8588408322463585e10,-3.826981929170714e10
-2,6,-6,7,4.137368610668067e10,9.040315343465775e10,-2.464304063917069e10,1.1278073711964285e10
-2,6,-5,7,-9.622215825608536e8,1.3568690581120455e10,1.599224268368229e9,1.1340874070363525e8
-2,6,-4,7,7.224672720637336e9,-1.1251761104044392e10,1.4236517504753067e9,9.141162777520198e8
-2,6,-3,7,-6.921201148584461e8,3.781069397844207e8,-1.2021014544216211e8,-2.200431957272331e8
-2,6,-2,7,-5.306844936452672e8,0.8817147401889551,0.06247104638655581,-3.7533832219759785e7
-2,6,-1,7,2.2781373969638553e7,1.2445521357596194e7,-2.473436610448864e6,4.527595367426195e6
-2,6,0,7,8.568144236755162e6,1.3344094021466665e7,-623265.0561912325,400193.89074238454
-2,6,1,7,48878.22994025681,689252.4469155658,12467.06782195693,-884.1001671044903
-2,6,2,7,111420.9190772731,-243459.14978528413,2600.459747016324,1190.1200482428844
-2,6,3,7,46514.77038777151,-34747.570630606,-543.4817871945397,-727.5308771942189
-2,6,4,7,6533.094609604158,-931.2700521762712,-31.374273684490955,-220.09845351421248
-2,6,5,7,497.52428058067903,186.3654511357576,9.056975985291972,-24.17865239430227
-2,6,6,7,21.878750638241666,25.331683120175605,1.5581921805511443,-1.3457968032761507
-2,6,7,7,0.3661457558935522,1.6979394504430427,0.12385560947530178,-0.026708376285831593
-2,6,-8,8,-5.207692685434608e12,3.653327939858459e13,-6.90913012613156e12,-9.848726151307323e11
-2,6,-7,8,1.4700465617533291e13,-1.9678750784109074e13,4.0558960558127446e12,3.0298447889722266e12
-2,6,-6,8,-2.83863882359606e12,1.2991245017246113e12,-4.3808775777190564e11,-9.572392143405388e11
-2,6,-5,8,-1.4122962210708494e12,-1.0015276662701863e11,5.956741422137774e9,-8.39985122742869e10
-2,6,-4,8,3.321010314972406e11,2.1323962007540778e11,-2.922714302093192e10,4.5518578307942986e10
-2,6,-3,8,8.188474313403123e9,1.498890168214713e10,1.884679160535725e9,-1.0296049179429803e9
-2,6,-2,8,-0.5770888459802435,-1.2061156710806578e10,1.001322105331785e9,0.02719638710345785
-2,6,-1,8,1.966607881474902e8,-3.5998515812610894e8,-2.8377467291688543e7,-1.5502681029033035e7
-2,6,0,8,-1.966187299769928e8,1.262474346716464e8,-6.910626941486784e6,-1.0762663780231826e7
-2,6,1,8,-2.340391265826439e7,1.6596848222214568e6,-22340.97126131763,-315039.4176813255
-2,6,2,8,1.514309084136776e6,693034.991991369,-17790.73504245232,38873.46526422116
-2,6,3,8,362360.4359048967,485073.1192955646,3407.765833942803,-2545.67706172593
-2,6,4,8,10722.086833725598,75218.14701699595,1755.1488251434237,-250.1903976050843
-2,6,5,8,-2224.417827047347,5938.342500544222,216.15647693057974,80.96911228546739
-2,6,6,8,-306.7699393691822,264.9544830845147,12.62205641223644,14.614085541104302
-2,6,7,8,-20.66294893903277,4.455783777388483,0.2565286329852247,1.1896084526525788
-2,6,8,8,-0.8945141057683511,-0.2646088256125026,-0.017592320923815668,0.05947110487766467
-2,6,-9,9,6.484593122919103e15,-2.429035466116673e15,4.020545918386192e14,1.073331566229808e15
-2,6,-8,9,-5.536536329569324e15,-7.892141143852586e14,1.3668543990355002e14,-9.588828810273522e14
-2,6,-7,9,1.1571425871340748e15,8.644113136735726e14,-1.7526586728108053e14,2.34619325191421e14
-2,6,-6,9,9.913931944571535e12,2.1662336500557258e13,2.031216308099091e13,-9.296014879419613e12
-2,6,-5,9,5.226036774283938e12,-7.369453921336197e13,6.709208827331919e12,4.757824993880868e11
-2,6,-4,9,-4.417354533856994e12,6.879622073549378e12,-1.102432905336655e12,-7.078640280804342e11
