m,n,mu,nu,Re[A],Im[A],Re[B],Im[B]
8,8,-2,2,1.4773017834184475e9,-4.370049476744271e8,0.,0.
8,8,-1,2,-2.7566515697552595e9,-5.944477422211738e8,-3.610543920319214e7,1.67432910545371e8
8,8,0,2,1.818120487785761e9,1.5702945830222301e9,2.0493612830578768e8,-2.3727941086576763e8
8,8,1,2,-4.3772405025127363e8,-1.168555340401518e9,-2.4975643441096196e8,9.355517370054129e7
8,8,2,2,-6.106097587070097e7,4.283581767175591e8,1.3663773756569612e8,1.947723742603562e7
8,8,-3,3,-5.712112111553833e10,-5.686887722720794e10,0.,0.
8,8,-2,3,4.1852468435008736e10,1.4148289759300943e11,5.170556241964566e9,-1.5295173168604949e9
8,8,-1,3,2.671265195898189e10,-1.2387543719145218e11,-9.648280494143408e9,-2.0805670977741082e9
8,8,0,3,-4.390801610619807e10,5.083763551350218e10,6.386050796387102e9,5.515575584756942e9
8,8,1,3,2.270690848343585e10,-8.505681850372743e9,-1.551233686394563e9,-4.1411990214099617e9
8,8,2,3,-6.107497785240047e9,-8.706026959758782e8,-2.203557253959151e8,1.5458510598266685e9
8,8,3,3,8.760742881988524e8,6.54447019686684e8,2.2839015937619704e8,-3.057340573342338e8
8,8,-4,4,-1.4775927027088127e12,5.077530122908063e12,0.,0.
8,8,-3,4,6.82956287549564e12,-6.859855639821377e12,-1.7136336334661496e11,-1.7060663168162378e11
8,8,-2,4,-8.018554910424674e12,2.3719921064121353e12,1.2555740530502618e11,4.244486927790282e11
8,8,-1,4,4.3941524135615884e12,9.475604424852583e11,8.022460893103333e10,-3.720281505596654e11
8,8,0,4,-1.260816258334232e12,-1.0889558497107877e12,-1.3221589502652809e11,1.5308237712658438e11
8,8,1,4,1.5574090699636588e11,4.1576849270145074e11,6.872014089289383e10,-2.5741577967999523e10
8,8,2,4,1.2064906392802082e10,-8.463836535763893e10,-1.865042392587781e10,-2.6585534577501197e9
8,8,3,4,-6.848988761445423e9,9.168385987423494e9,2.7196760651530995e9,2.0316586639648595e9
8,8,4,4,8.368446053514944e8,-3.829882703892419e8,-1.657903811026593e8,-3.622585981612522e8
8,8,-5,5,4.225634539034392e14,-9.308109459434202e13,0.,0.
8,8,-4,5,-7.604940121477064e14,-2.213084660460112e14,-4.063379932449235e12,1.3963207837997174e13
8,8,-3,5,4.8716616636834806e14,4.850148660145036e14,1.8781297907613004e13,-1.886460300950878e13
8,8,-2,5,-1.060100673115524e14,-3.5836862335991356e14,-2.206118245342884e13,6.52598270164863e12
8,8,-1,5,-2.980530458729257e13,1.3821709435831328e14,1.2102871116836428e13,2.60987804506223e12
8,8,0,5,2.5506454529879855e13,-2.9531915891976684e13,-3.479788738769183e12,-3.0054627530318667e12
8,8,1,5,-7.462839093501147e12,2.7954723592397773e12,4.313345604097097e11,1.1514978530067588e12
8,8,2,5,1.1729563566700256e12,1.67200873820204e11,3.361133418366199e10,-2.3579199788673804e11
8,8,3,5,-9.578699828798997e10,-7.155502350554869e10,-1.9283342621321007e10,2.5813610506606853e10
8,8,4,5,2.6118750774629016e9,5.70705115837876e9,2.413223055602762e9,-1.104429759359617e9
8,8,5,5,-1.1266299777188662e7,1.5887058254364267e8,-5.184978889216378e7,-3.67692313257567e6
8,8,-6,6,-2.8531014587513468e16,-3.2739779256037604e16,0.,0.
8,8,-5,6,1.7100479578821578e16,7.763163664677526e16,1.0986649801489419e15,-2.4201084594528922e14
8,8,-4,6,1.9355048700781076e16,-6.651077974898173e16,-1.9772844315840362e15,-5.75402011719629e14
8,8,-3,6,-2.681928740933025e16,2.6938245293998104e16,1.2669290623875058e15,1.261334369799291e15
8,8,-2,6,1.402578876178736e16,-4.149009466270736e15,-2.7584380784589828e14,-9.324941318032588e14
8,8,-1,6,-4.0573697641780995e15,-8.749362168698062e14,-7.763284791577445e13,3.600092941259179e14
8,8,0,6,6.710229423065011e14,5.795565797035515e14,6.654595599573362e13,-7.704832410615881e13
8,8,1,6,-4.983350599960559e13,-1.330363491203419e14,-1.9522496553984e13,7.312846869167955e12
8,8,2,6,-2.323039384188968e12,1.6296707967015678e13,3.082013928813588e12,4.3933043125929724e11
8,8,3,6,7.349811376090306e11,-9.838811241996195e11,-2.5376030072837268e11,-1.895646027986324e11
8,8,4,6,-2.9381913397601044e10,1.3446854629334742e10,7.078245195314819e9,1.546624791526428e10
8,8,5,6,-3.7951453214417872e9,-2.691321415648783e8,-2.6612357361446828e7,3.7527205147779906e8
8,8,6,6,3.0850345507280004e8,1.9808780525301838e8,6.56026745954542e7,-1.0217011677394013e8
8,8,-7,7,-1.821893715690904e18,4.930069658445609e18,0.,0.
8,8,-6,7,7.253240703694292e18,-6.320821979448309e18,-7.132753646878365e16,-8.184944814009398e16
8,8,-5,7,-8.21549271088747e18,1.8096857338164142e18,4.2751198947053944e16,1.9407909161693814e17
8,8,-4,7,4.4679733954542884e18,1.3002079210195382e18,4.839408622002703e16,-1.6629916356674205e17
8,8,-3,7,-1.286937035184131e18,-1.2812539884327406e18,-6.707809786090591e16,6.7375625103419464e16
8,8,-2,7,1.4955197573683795e17,5.055626981922061e17,3.509956924018976e16,-1.0382905910884006e16
8,8,-1,7,2.4604395206846856e16,-1.1409875057555646e17,-1.0162678978131126e16,-2.1914926208825692e15
8,8,0,7,-1.2936355318799178e16,1.497798750414184e16,1.6830933833052038e15,1.4536728672750658e15
8,8,1,7,2.3625238157176485e15,-8.84967495900521e14,-1.2526997907239302e14,-3.344228012033654e14
8,8,2,7,-2.252538404957206e14,-3.210915627686967e13,-5.861071037582792e12,4.111689355054083e13
8,8,3,7,9.51494970937875e12,7.107879590010154e12,1.8681308891019507e12,-2.500769918123196e12
8,8,4,7,1.730948830305618e10,3.782192195566634e10,-7.729400199155244e10,3.53741839177726e10
8,8,5,7,3.8823376208691106e9,-5.4746473154523e10,-9.40537500309421e9,-6.669807034740072e8
8,8,6,7,-1.3126418674835749e9,2.0443185814409409e9,7.898203366083678e8,5.0713780510562164e8
8,8,7,7,-1.3625570158037063e8,7.443683449633081e7,5.410027257555665e6,9.902990480277184e6
8,8,-8,8,7.473961463069117e20,-1.0991586205222124e20,0.,0.
8,8,-7,8,-1.2970804807994903e21,-4.793325328914314e20,-4.4245990238207677e18,1.197302631336791e19
8,8,-6,8,7.967495242496355e20,9.142823668704111e20,1.7615013137543285e19,-1.5350567664374467e19
8,8,-5,8,-1.4529936741562963e20,-6.596205471445478e20,-1.9953552830147596e19,4.3953127543788585e18
8,8,-4,8,-7.454115653605328e19,2.5614972719772782e20,1.0853747594264758e19,3.1585077496583716e18
8,8,-3,8,5.569517921832697e19,-5.5942217128204616e19,-3.1273119464634916e18,-3.113501900197015e18
8,8,-2,8,-1.7254235852899277e19,5.104025812935763e18,3.636099054473432e17,1.229188741784646e18
8,8,-1,8,3.1182466522230426e18,6.724225514890019e17,5.986955393439234e16,-2.7763500155163856e17
8,8,0,8,-3.302535906984339e17,-2.8523710501179187e17,-3.1516316213956464e16,3.649026165377786e16
8,8,1,8,1.5618157139463704e16,4.16944897643465e16,5.766734316537826e15,-2.1601358655848572e15
8,8,2,8,4.3420211008954706e14,-3.046037460643954e15,-5.516511279546472e14,-7.863596127296112e13
8,8,3,8,-5.7590347259643586e13,7.709321056750814e13,2.3486981172217164e13,1.7545298630470969e13
8,8,4,8,-4.725563252595971e12,2.1626897211576946e12,3.1458852400138466e10,6.87388465464431e10
8,8,5,8,6.639049440310784e11,4.708071573798857e10,9.46830653640912e9,-1.335165666609952e11
8,8,6,8,-6.895934670248228e9,-4.42782873227511e9,-3.2858880929544153e9,5.117467498678064e9
8,8,7,8,-1.07719714975472e9,-1.9717961553138895e9,-3.2685977054495966e8,1.7856430627027848e8
8,8,8,8,0.7187482916770195,6.161506058830697e7,3.1621361560621146e7,0.14640634328675875
8,8,-9,9,-7.659571562561567e22,-1.0159382486702722e23,0.,0.
8,8,-8,9,3.3886702855980174e22,2.304198015894575e23,1.7750658474789152e21,-2.6105017237402544e20
8,8,-7,9,7.098690100741204e22,-1.9209153848527725e23,-3.080566141898789e21,-1.1384147656171494e21
8,8,-6,9,-8.650258446668974e22,7.5382502733936765e22,1.8923817618323522e21,2.1715372567808267e21
8,8,-5,9,4.4716892663845e22,-9.850111924159749e21,-3.451469180706199e20,-1.5668753621738555e21
8,8,-4,9,-1.3221305175240042e22,-3.847481664182078e21,-1.7710420834599004e20,6.085925784026862e20
8,8,-3,9,2.278837318618073e21,2.2687740920060057e21,1.3237163693297833e20,-1.3295877594525832e20
8,8,-2,9,-1.6764797100558785e20,-5.667364817511822e20,-4.102882703680305e19,1.2136856946645447e19
8,8,-1,9,-1.8001413764642523e19,8.347853307801567e19,7.420317616573564e18,1.6001264367711373e18
8,8,0,9,6.220518772510767e18,-7.202249022068036e18,-7.867506859799904e17,-6.795096082388726e17
8,8,1,9,-7.261533621376709e17,2.7200662200965523e17,3.7271632926404456e16,9.95009656820377e16
8,8,2,9,3.901018191983379e16,5.560766577371001e15,1.0395820376912299e15,-7.292930542338912e15
8,8,3,9,-2.687888557582307e14,-2.0079126850066434e14,-1.394391612586238e14,1.866599722311574e14
8,8,4,9,-4.841581750353058e13,-1.0579049125760927e14,-1.1113068772077469e13,5.0859798756667e12
8,8,5,9,-4.9342489049978925e11,6.9579915933233545e12,1.5901769014532197e12,1.127671473801733e11
8,8,6,9,-7.066052487688358e10,1.1004724727163074e11,-1.750333882150646e10,-1.1238764611428898e10
8,8,7,9,2.2996863109853046e10,-1.2563243575629436e10,-2.566052519509477e9,-4.697127630304883e9
8,8,8,9,1.0538837104839745e8,0.08579536969681921,-0.01303151525174396,1.5307699858150268e8
8,8,9,9,-7.554987432874867e7,-4.127308442394264e7,-9.459210378337756e6,1.731496844500626e7
8,8,-10,10,-1.0229275652568426e25,2.2615347134326698e25,0.,0.
8,8,-9,10,3.6279184668784057e25,-2.735235252395013e25,-1.7872333645976992e23,-2.3705225802306356e23
8,8,-8,10,-3.961772557677401e25,5.826383345481238e24,7.90689733306204e22,5.376462037087341e23
8,8,-7,10,2.1155443114825604e25,7.817935959085273e24,1.6564217532968042e23,-4.4823002336450854e23
8,8,-6,10,-5.966508572941391e24,-6.846660605362704e24,-2.0186354122462174e23,1.7591357578578395e23
8,8,-5,10,5.95710883741744e23,2.7043692347928483e24,1.0436680344501304e23,-2.298962727191797e22
8,8,-4,10,1.8443699876411748e23,-6.337906347850417e23,-3.0864609376179686e22,-8.981792423140069e21
8,8,-3,10,-8.818561218362868e22,8.857676254207759e22,5.32157946572163e21,5.298079648661343e21
8,8,-2,10,1.8093948898989335e22,-5.352423777310547e21,-3.9167767143227995e20,-1.3240722458885418e21
8,8,-1,10,-2.1977032847541857e21,-4.739154451097176e20,-4.20854726817229e19,1.951643114978918e20
8,8,0,10,1.5503203405488587e20,1.338997964696917e20,1.4557801491446243e19,-1.685533239101688e19
8,8,1,10,-4.614015027084977e18,-1.2317650578200125e19,-1.7022729705204022e18,6.376470103870574e17
8,8,2,10,-6.254009011822039e16,4.3873452676879123e17,9.178092602778523e16,1.3083053725416792e16
8,8,3,10,-6.515290304046572e15,8.721681170870129e15,-6.594110297506798e14,-4.925947422688634e14
8,8,4,10,1.8177088885962172e15,-8.318882044938979e14,-1.1301341965859112e14,-2.4693882703752456e14
8,8,5,10,-5.6049511279232625e13,-3.974742365606574e12,-1.1643204593534033e12,1.6418571750426451e13
8,8,6,10,-3.456278983665659e12,-2.2192512140207007e12,-1.6036451556553607e11,2.4975293530228625e11
8,8,7,10,1.2238526995739185e11,2.240247339754276e11,5.410797831393452e10,-2.9559323273310246e10
8,8,8,10,-0.007540355386336522,9.23688577881239e9,2.0250433030423176e8,-0.0007606869833652578
8,8,9,10,3.605808141019952e8,-6.600387529043355e8,-1.7813208491794488e8,-9.731400151219493e7
8,8,10,10,2.961199312259008e7,-1.90136421275566e7,-1.6235573156478764e6,-2.5285407049222216e6
8,8,-11,11,5.536790916074112e27,-4.1727603254877994e26,0.,0.
8,8,-10,11,-9.260517822054169e27,-4.188677225455064e27,-2.352733400090738e25,5.201529840895141e25
8,8,-9,11,5.403856138823301e27,7.167482015020494e27,8.344212473820333e25,-6.291041080508529e25
8,8,-8,11,-7.390228305951445e26,-5.025142006867193e27,-9.112313246689292e25,1.340102930352059e25
8,8,-7,11,-7.145488355058663e26,1.9335790573651527e27,4.866162118111942e25,1.7982768595031397e25
8,8,-6,11,4.7961890154023346e26,-4.179629242236901e26,-1.372548957347964e25,-1.5750210965628772e25
8,8,-5,11,-1.5071603364901096e26,3.3199305939442113e25,1.3705946229758624e24,6.222135658268972e24
8,8,-4,11,2.877230943595871e25,8.372920186301824e24,4.244409253927942e23,-1.4585288490705218e24
8,8,-3,11,-3.323200282255095e24,-3.308525203325854e24,-2.0300317130731465e23,2.0390359895369507e23
8,8,-2,11,1.670786345747213e23,5.6481183140303506e23,4.16707155899929e22,-1.2326735871011631e22
8,8,-1,11,1.2281556217230963e22,-5.695365432593754e22,-5.064598293655647e21,-1.092136218428683e21
8,8,0,11,-2.8292485792790825e21,3.2757642181466275e21,3.576212989765162e20,3.088743525691564e20
8,8,1,11,1.985877722252181e20,-7.43881277866525e19,-1.066186468403429e19,-2.846308972100531e19
8,8,2,11,-3.269472270082719e18,-4.6605196977750317e17,-1.4522649282735894e17,1.0188005243430186e18
8,8,3,11,-3.191701817754361e17,-2.384272423999671e17,-1.4799493447736424e16,1.981131420366191e16
8,8,4,11,1.228253902984681e16,2.683783740228074e16,4.195528372188855e15,-1.9201152540651422e15
8,8,5,11,6.846157960795485e12,-9.654054842984981e13,-1.3103132202680173e14,-9.292065800301355e12
8,8,6,11,4.1154036039361055e13,-6.409361362842715e13,-7.926134584947642e12,-5.0893124898966045e12
8,8,7,11,-1.535194298989184e12,8.386804679317872e11,2.849030224148218e11,5.215114844091e11
8,8,8,11,-1.8367589228490152e11,-0.0004364267993957389,9.673972958743506e-6,2.1041003182631023e10
8,8,9,11,4.091199002200289e9,2.2350322013481894e9,8.419315578331122e8,-1.54114537913569e9
8,8,10,11,2.8746634086031115e8,4.477022998340638e8,6.774788384159325e7,-4.3500415959858e7
8,8,11,11,-157271.11051279304,-2.2177459749438735e6,-3.542757094804642e6,251234.06778066137
8,8,-12,12,-7.68031068350903e29,-1.1845735211376074e30,0.,0.
8,8,-11,12,1.942071950238553e29,2.5769144388100306e30,1.2583615718350254e28,-9.483546194290453e26
8,8,-10,12,9.423248431539892e29,-2.0833345551575332e30,-2.104663141375947e28,-9.519720966943326e27
8,8,-9,12,-1.0373751229711194e30,7.821192874683526e29,1.2281723332827584e28,1.629003971239466e28
8,8,-8,12,5.253033349266565e29,-7.725376854386412e28,-1.6797000292400438e27,-1.142147553015753e28
8,8,-7,12,-1.5533374255999255e29,-5.740315837525633e28,-1.6241897458579166e27,4.3950799745615347e27
8,8,-6,12,2.6797396290900654e28,3.075042552411068e28,1.0903051184891343e27,-9.501441960613553e26
8,8,-5,12,-1.7406097127223217e27,-7.901905916677158e27,-3.426719814145639e26,7.5482824702981306e25
8,8,-4,12,-3.646037670366288e26,1.252907250191711e27,6.543169626273236e25,1.904102872526147e25
8,8,-3,12,1.207009456116832e26,-1.2123631886557438e26,-7.5596390563794e24,-7.526256085024554e24
8,8,-2,12,-1.7291077631347724e25,5.114924086832009e24,3.8023284178856445e23,1.2853828275340258e24
8,8,-1,12,1.4505989622749902e24,3.1280894816478344e23,2.796728422446222e22,-1.2969358361284232e23
8,8,0,12,-6.724354574758424e22,-5.807765565608389e22,-6.449016643155639e21,7.466808719672229e21
8,8,1,12,1.0813289912517982e21,2.8867337007205555e21,4.5354659008396375e20,-1.698920397883493e20
8,8,2,12,-3.632391690064441e18,2.548214507153417e19,-7.549814803470835e18,-1.0762000010857755e18
8,8,3,12,5.602854898307298e18,-7.50025122277881e18,-7.245303988016397e17,-5.412403629320436e17
8,8,4,12,-3.32340693621979e17,1.5209822905743594e17,2.806163210635131e16,6.131578478055691e16
8,8,5,12,-9.764652709188928e15,-6.924588265416061e14,1.7071554403565586e13,-2.4073315779566697e14
8,8,6,12,9.637884670562514e14,6.18841458019487e14,9.37401656940875e13,-1.459916581624023e14
8,8,7,12,1.5267371121363762e12,2.794673538048364e12,-3.559348053954554e12,1.9444807040960232e12
8,8,8,12,5.726946829912478e-6,-2.7611407655837505e12,-4.1770820237517126e11,-3.973916334136679e-6
8,8,9,12,3.394553612672341e9,-6.213688708691334e9,9.529519920478508e9,5.206000459573411e9
8,8,10,12,-5.526532717299165e9,3.5485458494972897e9,6.554411088586913e8,1.0207890459929013e9
8,8,11,12,-1.3193395698683567e8,9.356076017954564e6,-413762.9580604297,-5.834645230193627e6
8,8,12,12,1.1498585206462998e7,5.262414384193237e6,1.4575739261256014e6,-3.184857132235046e6
-9,9,-1,1,8.535158203391604e-7,-7.371740642521953e-7,1.9589751595644031e-7,2.2681431314238275e-7
-9,9,0,1,6.587676845468226e-7,-1.420574754614949e-7,1.7256512821752753e-8,8.00241800653719e-8
-9,9,1,1,1.7651825967357816e-7,5.2216381038844284e-8,0.,0.
-9,9,-2,2,0.00012303261463721436,0.00004608625070867367,-0.000012814734844423643,0.00003421042738851156
-9,9,-1,2,0.000059763350395376305,0.0000691952789922758,-0.000013111752216110803,0.000011324504408231228
-9,9,0,2,6.073891377911771e-6,0.000028166651182650805,-3.2938384227341137e-6,7.102873773074747e-7
-9,9,1,2,-1.5875628903935312e-6,5.366780174335504e-6,-2.9419709945596364e-7,-8.702730173140715e-8
-9,9,2,2,-5.416847293100611e-7,5.392926778288903e-7,0.,0.
-9,9,-3,3,0.0017263394412055555,0.01211070716389169,-0.0036125912375662315,0.0005149623923111461
-9,9,-2,3,-0.0037182037171780563,0.009926177937857649,-0.0022039668337667955,-0.0008255743273293298
-9,9,-1,3,-0.003011663836048677,0.0026011474153742197,-0.00042245730060271936,-0.0004891300535219207
-9,9,0,3,-0.0008749083020652357,0.00018866630462801982,-0.000021319017617567338,-0.00009886336376950664
-9,9,1,3,-0.00013306383060334096,-0.00003936199968272966,2.7782350581886807e-6,-9.391865305087134e-6
-9,9,2,3,-0.000011333937831092298,-0.000011384209907630568,3.7917931051704265e-7,-3.7750487448022314e-7
-9,9,3,3,-4.086875479801958e-7,-1.4043946832727558e-6,0.,0.
-9,9,-4,4,-0.6732065369674535,0.502900293910658,-0.17205579072382104,-0.23032216225202368
-9,9,-3,4,-1.0293528358327817,0.1467306883522199,-0.03718136637623356,-0.260836675347799
-9,9,-2,4,-0.4674650575003283,-0.17510569781551147,0.03392516390900175,-0.09056717682670525
-9,9,-1,4,-0.0887187993210922,-0.10272051399846173,0.015163213197972274,-0.01309633311213695
-9,9,0,4,-0.005181950908606656,-0.024030427053592276,0.002632630118410268,-0.0005677036035895973
-9,9,1,4,0.0009213659965154547,-0.003114691577465834,0.00023972671699762197,0.00007091425908616
-9,9,2,4,0.00023520271745858433,-0.00023416407453913488,0.000011333937831092297,0.000011384209907630567
-9,9,3,4,0.00002622484770906421,-7.63159305145984e-6,1.7515180627722678e-7,6.018834356883239e-7
-9,9,4,4,1.821457836784641e-6,4.012256328350141e-7,0.,0.
-9,9,-5,5,-16.603140790213523,-7.598552790042694,4.881416792699719,-10.66609027393165
-9,9,-4,5,-41.09137035022895,-55.00688600860567,17.189589371279745,-12.841006540490435
-9,9,-3,5,-7.197714391004534,-50.493784245967035,11.521573712226742,-1.6423605034515318
-9,9,-2,5,6.425310054330228,-17.153113642076214,3.029871996258067,1.1349465413169768
-9,9,-1,5,3.087523744241161,-2.666666947057339,0.3680396143006793,0.42612409818505687
-9,9,0,5,0.6219779119814077,-0.13412408356028424,0.014292241640417098,0.06627787029049745
-9,9,1,5,0.07164618070474002,0.02119386560105508,-0.0016913538925859579,0.005717647214760407
-9,9,2,5,0.004891765620241763,0.004913463217258171,-0.0002773096050765888,0.0002760850203399825
-9,9,3,5,0.00014707914712933705,0.0005054158690901483,-0.000018029582799981644,5.246720222878639e-6
-9,9,4,5,-7.2189007279311e-6,0.00003277189249089514,-5.565565612397513e-7,-1.2259672114403207e-7
-9,9,5,5,-1.2044256479771025e-6,1.3820970061940241e-6,0.,0.
-9,9,-6,6,254.58922076465683,3590.069546977842,-712.3527735643428,50.51638641892727
-9,9,-5,6,-84.00356871171606,183.5511462454502,512.4692250519248,234.5354122454761
-9,9,-4,6,2375.353496908482,-1774.4420260151114,547.6081662294345,733.0546467675317
-9,9,-3,6,1867.7316905285948,-266.2386958751307,56.91554467046104,399.2769199657771
-9,9,-2,6,543.3097830218321,203.5160428776601,-33.68602916391445,89.92877876912789
-9,9,-1,6,74.30731426511072,86.03458989038356,-11.293780525078446,9.754338339816893
-9,9,0,6,3.3630271475551954,15.595473591683545,-1.6217057966902377,0.3497066368362943
-9,9,1,6,-0.4865111322908399,1.644658183415202,-0.13325506240854695,-0.039418568520570234
-9,9,2,6,-0.1046375002425757,0.1041754265050349,-0.006363505054651554,-0.006391730603258457
-9,9,3,6,-0.010089468181440525,0.002936097708578618,-0.00012749389388410991,-0.00043811402526328357
-9,9,4,6,-0.0006183440698405614,-0.00013620710055496654,3.753828378524173e-6,-0.000017041384095265476
-9,9,5,6,-0.00002481354039949982,-0.000021623709725392503,2.8468242588549697e-7,-3.266774741913148e-7
-9,9,6,6,-5.193958025647934e-7,-1.4054922440838615e-6,0.,0.
-9,9,-7,7,-76657.30487745629,49221.08913956021,-41319.56141770282,-64351.40405314663
-9,9,-6,7,-510971.19085877814,36235.442439960316,-8318.546320296913,-117303.31498219364
-9,9,-5,7,-138521.4886882029,-63395.40573946791,747.50476744227,-1633.3277149189296
-9,9,-4,7,47623.233623789165,63750.752554275874,-22275.436744990086,16640.24792923616
-9,9,-3,7,8111.173866305513,56901.93316072881,-11810.796388506426,1683.5881961357504
-9,9,-2,7,-5824.757843197405,15549.869559151492,-2462.2469268495406,-922.3223413224677
-9,9,-1,7,-2278.6822832107687,1968.077731812476,-248.7840136776863,-288.0474257443735
-9,9,0,7,-383.96697034625674,82.79911074502907,-8.430305526043197,-39.094126045580104
-9,9,1,7,-37.92395465870865,-11.218395596124255,0.9136498678401422,-3.088607088688811
-9,9,2,7,-2.2663190580364274,-2.2763713952596993,0.1454524098846087,-0.14481009963719366
-9,9,3,7,-0.06065249253850771,-0.20842337494571378,0.010093292638398099,-0.0029372106492319564
-9,9,4,7,0.002686654153358918,-0.012196696476712615,0.0004216465256672671,0.00009287911620955994
-9,9,5,7,0.00040920172907233846,-0.0004695652949853563,0.000010338975166458258,9.009879052246877e-6
-9,9,6,7,0.000025621004319690006,-9.468171850222896e-6,9.98838081855372e-8,2.7028697001612723e-7
-9,9,7,7,1.0545132580718077e-6,1.5508205973390544e-7,0.,0.
-9,9,-8,8,5.407780478268326e7,2.9542839377137892e7,-6.770803218178604e6,1.2393872150109744e7
-9,9,-7,8,1.0165452326734286e7,1.5831753977593016e7,3.043384525230746e6,-1.954134731305818e6
-9,9,-6,8,-2.421237132026147e6,-3.414288159050665e7,8.783390221803982e6,-622872.7500322997
-9,9,-5,8,5.619863017516165e6,-1.2279624719341805e7,1.4378606720214512e6,658047.7986681001
-9,9,-4,8,-618243.01667536,461841.3185685881,-355971.71109067544,-476520.8647807599
-9,9,-3,8,-1.458102779885186e6,207847.51071962787,-43804.67649682687,-307300.8685591291
-9,9,-2,8,-410338.87591426395,-153707.0505163027,23727.4326609149,-63343.145377567096
-9,9,-1,8,-50164.59684987392,-58081.63785327059,7144.0039421085485,-6170.213012159488
-9,9,0,8,-2014.992304481086,-9344.188403244101,934.9148619216769,-201.60619315671602
-9,9,1,8,260.5261957810205,-880.7127143580755,71.75030765760927,21.22466769856888
-9,9,2,8,50.575859010584374,-50.35251865795572,3.305520725180672,3.320182477642314
-9,9,3,8,4.4450184091501574,-1.293527877881884,0.06698869390028724,0.23019679953035505
-9,9,4,8,0.25053047243836446,0.05518615107005779,-0.0021754205157489084,0.00987583150835806
-9,9,5,8,0.009319152677714486,0.008121156801694222,-0.00022934920099739695,0.00026318174526080833
-9,9,6,8,0.00018207653515206267,0.0004927016289354068,-8.888919866014897e-6,3.284875948036515e-6
-9,9,7,8,-2.8971700735367484e-6,0.000019699920536749494,-1.7073071797353078e-7,-2.510852395691802e-8
-9,9,8,8,-4.092881506036354e-7,5.42865202746005e-7,0.,0.
-9,9,-9,9,0.7259079680159995,-6.02116598984896e9,1.1907964381709546e8,-0.13231992376024898
-9,9,-8,9,-4.49392989402646e9,8.226083493319519e9,-2.20642782503468e9,-1.2053770144877179e9
-9,9,-7,9,-3.6967502253799214e9,2.3736560226709585e9,-1.8607794920552424e8,-2.8979923548117924e8
-9,9,-6,9,1.2645029998597794e9,-8.967203335528325e7,2.9167078440535303e7,4.112972217220033e8
-9,9,-5,9,6.778402023668523e8,3.1021868926229495e8,-4.673126677988947e7,1.0210968077476743e8
-9,9,-4,9,3.435168357464979e7,4.5984816921301395e7,4.065242107390914e6,-3.0368264978944915e6
-9,9,-3,9,-4.288000305006943e6,-3.0081405080252014e7,7.000041897810567e6,-997831.7739080033
-9,9,-2,9,3.7541200934784706e6,-1.0022060888102984e7,1.5406327620320134e6,577098.9094150655
-9,9,-1,9,1.4317799478103002e6,-1.2366156760435218e6,149495.90671510185,173089.54241889203
-9,9,0,9,225373.0098480505,-48599.71362776669,4797.61990851719,22248.15658731969
-9,9,1,9,20608.22483643713,6096.179072820805,-495.80987486675696,1676.0927222323137
-9,9,2,9,1141.0256216165265,1146.0866805562246,-76.51765352037496,76.17975555771295
-9,9,3,9,28.40381907616096,97.60554901255455,-5.281728211322567,1.5370156107063637
-9,9,4,9,-1.1759974761949992,5.338716282703586,-0.22892698236184905,-0.05042739475830261
-9,9,5,9,-0.16824784638005347,0.19306699850756145,-0.006324682154797172,-0.0055116315051704935
-9,9,6,9,-0.00994195064600151,0.003674020583589511,-0.00008649042089513448,-0.00023404427828524038
-9,9,7,9,-0.00038786537943692875,-0.00005704144683068145,8.600973655812225e-7,-5.848413909347508e-6
-9,9,8,9,-0.000010446303234564579,-7.875892781288005e-6,5.717996221668436e-8,-7.584146214833895e-8
-9,9,9,9,-1.6363548457186874e-7,-3.617727601423455e-7,0.,0.
-9,9,-10,10,9.561822304653492e11,-5.2236473325753485e11,2.1572017390552612e11,3.94873129662704e11
-9,9,-9,10,2.111696304671796e12,1.4509609559096857,0.1995044539577307,2.6359790562565256e11
-9,9,-8,10,-4.706212923793056e11,-2.571015838002626e11,9.579439645037315e10,-1.7535046651123297e11
-9,9,-7,10,-2.3081392347577933e11,-3.5947138737908234e11,4.8689886831786835e10,-3.126341680536809e10
-9,9,-6,10,6.012106283819733e8,8.477923547517386e9,-1.2043140671446684e10,8.540374456305892e8
-9,9,-5,10,-1.26888405539396e10,2.77256224289274e10,-4.765603526252981e9,-2.181014454875694e9
-9,9,-4,10,-3.647527601336078e9,2.7247844479914975e9,-1.8406172848205075e8,-2.4639388832492408e8
-9,9,-3,10,3.857599475898461e8,-5.498874698544714e7,1.8804652613641363e7,1.3191938722668763e8
-9,9,-2,10,2.235971065402592e8,8.375626529099248e7,-1.3216185550489368e7,3.5282146813993745e7
-9,9,-1,10,2.9456248250529606e7,3.4105071122635685e7,-4.0982049138953444e6,3.53958333325746e6
-9,9,0,10,1.1616438322570971e6,5.386928179297515e6,-527153.5727892652,113676.04618088638
-9,9,1,10,-143602.52111854567,485450.47757608583,-39407.43485719003,-11657.228198772124
-9,9,2,10,-26439.0677496738,26322.31420697768,-1776.853528046788,-1784.7348238409304
-9,9,3,10,-2200.5941328586805,640.3865173868294,-35.7116041032393,-122.71767804425774
-9,9,4,10,-117.60696448704914,-25.906132878386494,1.1764896527822728,-5.340950633723576
